Time col;Variable;pid0;pid0 revlevel;pid0 startseq;pid;pid revlevel;pid startseq;length;Max. deviation;Seq;a0;b0
Date;Cumulative.LOC.Churn;15;5;23;121;5;11;5;0,001207299;913794,2-933396,0-933396,0-934265,0-934524,2;3,963553;-79370,99
Date;Cumulative.LOC.Churn;15;5;9;121;6;5;4;0,001440651;507638,8-572366,2-622744,2-623196,0;8,674991;-407256,7
Date;Cumulative.LOC.Churn;15;5;13;121;6;13;4;0,002525106;633097-688920-690664-690664;117,6537;-15426373
Date;Cumulative.LOC.Churn;15;5;13;121;6;22;4;0,002525106;633097-688920-690664-690664;36,49822;-5905575
Date;Cumulative.LOC.Churn;15;5;17;121;6;13;4;0,0002013006;728840,5-867929,8-868092,0-868104,5;293,1474;-39285126
Date;Cumulative.LOC.Churn;15;5;17;121;6;22;4;0,0002013006;728840,5-867929,8-868092,0-868104,5;90,93939;-15562993
Date;Cumulative.LOC.Churn;15;5;17;121;6;22;5;0,0002099383;728840,5-867929,8-868092,0-868104,5-868112,0;90,93939;-15562993
Date;Cumulative.LOC.Churn;15;5;17;121;6;22;6;0,0002099383;728840,5-867929,8-868092,0-868104,5-868112,0-868112,0;90,93939;-15562993
Date;Cumulative.LOC.Churn;15;5;18;121;6;11;4;0,003139461;867929,8-868092,0-868104,5-868112,0;0,03492483;863343,3
Date;Cumulative.LOC.Churn;15;5;18;121;6;11;5;0,003139461;867929,8-868092,0-868104,5-868112,0-868112,0;0,03492483;863343,3
Date;Cumulative.LOC.Churn;15;5;18;121;6;12;4;0,00316688;867929,8-868092,0-868104,5-868112,0;0,3071702;826164
Date;Cumulative.LOC.Churn;15;5;18;121;6;12;5;0,00316688;867929,8-868092,0-868104,5-868112,0-868112,0;0,3071702;826164
Date;Cumulative.LOC.Churn;15;5;18;121;6;13;4;0,0004269925;867929,8-868092,0-868104,5-868112,0;0,3419615;821252,8
Date;Cumulative.LOC.Churn;15;5;18;121;6;22;4;0,001043463;867929,8-868092,0-868104,5-868112,0;0,1060824;848925
Date;Cumulative.LOC.Churn;15;5;18;121;6;22;5;0,001043463;867929,8-868092,0-868104,5-868112,0-868112,0;0,1060824;848925
Date;Cumulative.LOC.Churn;15;5;19;121;6;12;4;0,001150185;868092,0-868104,5-868112,0-868112,0;0,02366489;864874,3
Date;Cumulative.LOC.Churn;15;5;19;121;6;13;4;0,002078386;868092,0-868104,5-868112,0-868112,0;0,02634526;864495,9
Date;Cumulative.LOC.Churn;15;5;19;121;6;21;4;0,004602379;868092,0-868104,5-868112,0-868112,0;0,00317658;867535,4
Date;Cumulative.LOC.Churn;15;5;22;121;6;21;4;0,001977732;868112,0-913794,2-933396,0-933396,0;11,60907;-1165975
Date;Cumulative.LOC.Churn;15;5;22;121;6;21;5;0,002906036;868112,0-913794,2-933396,0-933396,0-934265,0;11,60907;-1165975
Date;Cumulative.LOC.Churn;15;5;22;121;6;21;6;0,003182644;868112,0-913794,2-933396,0-933396,0-934265,0-934524,2;11,60907;-1165975
Date;Cumulative.LOC.Churn;15;5;23;121;6;13;4;0,0009301429;913794,2-933396,0-933396,0-934265,0;41,31306;-4725346
Date;Cumulative.LOC.Churn;15;5;23;121;6;22;4;0,0009301429;913794,2-933396,0-933396,0-934265,0;12,81602;-1382202
Date;Cumulative.LOC.Churn;15;5;23;121;6;22;5;0,001207299;913794,2-933396,0-933396,0-934265,0-934524,2;12,81602;-1382202
Date;Cumulative.LOC.Churn;15;5;18;137;5;22;4;0,002770825;867929,8-868092,0-868104,5-868112,0;0,008014522;832832,5
Date;Cumulative.LOC.Churn;15;5;19;137;5;21;4;0,004311146;868092,0-868104,5-868112,0-868112,0;0,0001912719;867266,9
Date;Cumulative.LOC.Churn;15;5;19;137;5;22;4;0,0005064299;868092,0-868104,5-868112,0-868112,0;0,0006174517;865388
Date;Cumulative.LOC.Churn;15;5;19;137;5;23;4;0,004711859;868092,0-868104,5-868112,0-868112,0;0,0009065854;864103,5
Date;Cumulative.LOC.Churn;15;5;10;137;6;39;4;0,002148799;572366,2-622744,2-623196,0-633097,0;0,6049114;-1216495
Date;Cumulative.LOC.Churn;15;5;13;137;6;46;4;0,004623883;633097-688920-690664-690664;10,67699;-32628834
