;pid;max.revlevel;dead.count;deads
14065;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14211;35799;5;6;12547|15700|41745|155830|307140|325178
14212;35799;5;6;12547|15700|41745|155830|307140|325178
14213;35799;6;6;12547|15700|41745|155830|307140|325178
14254;35799;5;7;12547|15700|41745|155830|322065|307140|325178
14365;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14401;35799;6;4;12547|41745|307140|325178
14430;35799;5;6;12547|15700|41745|322065|307140|325178
14479;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14480;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14481;35799;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14532;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14575;35799;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14634;35799;5;8;12547|15700|41745|155830|322065|307140|325178|360279
14741;35799;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14752;35799;6;3;12547|15700|41745
14879;35799;6;4;15700|155830|307140|325178
14903;35799;4;7;15700|41745|155830|322065|307140|325178|360279
14963;35799;5;7;15700|41745|155830|322065|307140|325178|360279
15036;35799;4;7;15700|41745|155830|322065|307140|325178|360279
15037;35799;5;7;15700|41745|155830|322065|307140|325178|360279
15038;35799;5;7;15700|41745|155830|322065|307140|325178|360279
15132;35799;4;7;15700|41745|155830|322065|307140|325178|360279
15133;35799;5;7;15700|41745|155830|322065|307140|325178|360279
15134;35799;5;7;15700|41745|155830|322065|307140|325178|360279
15135;35799;6;7;15700|41745|155830|322065|307140|325178|360279
15224;35799;5;5;15700|41745|322065|325178|360279
15225;35799;6;5;15700|41745|322065|325178|360279
15346;35799;5;7;15700|41745|155830|322065|307140|325178|360279
15428;35799;5;7;15700|41745|155830|322065|307140|325178|360279
15493;35799;5;5;15700|41745|155830|307140|325178
15509;35799;5;5;15700|41745|155830|307140|325178
15540;35799;6;7;15700|41745|155830|322065|307140|325178|360279
15571;35799;5;7;15700|41745|155830|322065|307140|325178|360279
15572;35799;6;7;15700|41745|155830|322065|307140|325178|360279
133;36952;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
246;36952;6;18;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
472;36952;6;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
511;36952;6;16;586805|587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
703;36952;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
905;36952;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1512;36952;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1707;36952;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1799;36952;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2180;36952;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3057;36952;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3250;36952;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3456;36952;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4721;36952;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5072;36952;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5881;36952;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6159;36952;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6680;36952;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8771;36952;6;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9260;36952;6;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9367;36952;6;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9554;36952;6;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9621;36952;6;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9926;36952;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10087;36952;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10286;36952;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10384;36952;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10467;36952;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10620;36952;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10758;36952;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11390;36952;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11471;36952;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11558;36952;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12059;36952;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12105;36952;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12317;36952;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12398;36952;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
13432;36952;6;8;12547|15700|41745|155830|322065|307140|325178|360279
13775;36952;6;8;12547|15700|41745|155830|322065|307140|325178|360279
13836;36952;6;8;12547|15700|41745|155830|322065|307140|325178|360279
13951;36952;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14066;36952;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14833;36952;6;7;15700|41745|155830|322065|307140|325178|360279
14904;36952;6;7;15700|41745|155830|322065|307140|325178|360279
15039;36952;6;7;15700|41745|155830|322065|307140|325178|360279
15136;36952;6;7;15700|41745|155830|322065|307140|325178|360279
19;37487;6;6;585077|587204|4614|41745|155830|317799
39;37487;6;6;585077|587204|4614|41745|155830|317799
46;37487;6;6;585077|587204|4614|41745|155830|317799
372;37487;6;17;589515|586805|587198|587571|588411|3085|4007|4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
398;37487;6;15;589515|586805|587198|587571|588411|3085|4614|11389|12053|41745|155830|322065|307140|325178|360279
1048;37487;6;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1089;37487;6;15;587198|587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1166;37487;5;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1185;37487;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1217;37487;5;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1239;37487;5;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1255;37487;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1308;37487;5;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1336;37487;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1350;37487;6;7;587204|4614|12053|12547|41745|155830|317799
1357;37487;6;7;587204|4614|12053|12547|41745|155830|317799
1375;37487;6;7;587204|3085|4614|12053|41745|155830|317799
1390;37487;6;7;587204|3085|4614|12053|41745|155830|317799
1424;37487;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1443;37487;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1465;37487;6;6;587204|4614|12053|41745|155830|317799
2595;37487;6;13;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2661;37487;6;12;587571|588411|3085|11389|12053|12547|15700|41745|155830|322065|307140|325178
2806;37487;6;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2883;37487;6;14;587571|588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3712;37487;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3787;37487;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4108;37487;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4210;37487;6;13;588411|3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4722;37487;5;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5278;37487;6;2;3085|155830
5284;37487;6;2;3085|155830
5425;37487;3;7;3085|12053|41745|155830|307140|325178|360279
5554;37487;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5581;37487;6;10;3085|11389|12053|15700|41745|155830|322065|307140|325178|360279
5687;37487;6;11;3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5711;37487;3;6;3085|4007|12053|155830|307140|325178
5749;37487;6;3;3085|155830|325178
5757;37487;6;3;3085|155830|325178
6937;37487;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7145;37487;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7180;37487;6;12;3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7243;37487;5;8;3085|4007|4614|12053|12547|41745|155830|317799
7314;37487;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7376;37487;6;11;3085|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7525;37487;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7615;37487;6;12;3085|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7862;37487;3;7;3085|4007|12053|41745|155830|307140|325178
8091;37487;6;7;3085|4614|12053|12547|41745|155830|317799
8099;37487;6;4;3085|4614|155830|317799
8335;37487;3;6;4007|12053|41745|155830|307140|325178
8439;37487;3;6;4007|12053|41745|155830|307140|325178
9044;37487;6;12;4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9154;37487;5;7;4007|4614|12053|12547|41745|155830|317799
9326;37487;5;6;4614|12053|12547|41745|155830|317799
9433;37487;5;6;4614|12053|12547|41745|155830|317799
9459;37487;6;10;4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
9477;37487;6;9;4614|11389|12053|41745|155830|322065|307140|325178|360279
9509;37487;6;6;4614|12053|12547|41745|155830|317799
9523;37487;6;6;4614|12053|12547|41745|155830|317799
9533;37487;6;6;4614|12053|12547|41745|155830|317799
9690;37487;5;6;4614|12053|12547|41745|155830|317799
9716;37487;6;10;4614|11389|12053|15700|41745|155830|322065|307140|325178|360279
9733;37487;6;9;4614|11389|12053|41745|155830|322065|307140|325178|360279
9764;37487;6;6;4614|12053|12547|41745|155830|317799
9778;37487;6;6;4614|12053|12547|41745|155830|317799
9788;37487;6;6;4614|12053|12547|41745|155830|317799
9820;37487;6;5;4614|12053|41745|155830|317799
10041;37487;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10154;37487;6;9;11389|12053|15700|41745|155830|322065|307140|325178|360279
10582;37487;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10678;37487;6;9;11389|12053|15700|41745|155830|322065|307140|325178|360279
10939;37487;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10985;37487;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11070;37487;6;8;11389|12053|41745|155830|322065|307140|325178|360279
11152;37487;6;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11472;37487;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11635;37487;5;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11656;37487;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11705;37487;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11713;37487;6;7;12053|41745|155830|322065|307140|325178|360279
11720;37487;5;5;12053|12547|41745|155830|317799
11735;37487;6;5;12053|12547|41745|155830|317799
11746;37487;6;5;12053|12547|41745|155830|317799
11751;37487;6;5;12053|12547|41745|155830|317799
11877;37487;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12589;37487;6;8;12053|15700|41745|155830|322065|307140|325178|360279
12599;37487;6;7;12053|41745|155830|322065|307140|325178|360279
12611;37487;5;5;12053|12547|41745|155830|317799
12626;37487;6;5;12053|12547|41745|155830|317799
12637;37487;6;5;12053|12547|41745|155830|317799
12642;37487;6;5;12053|12547|41745|155830|317799
12747;37487;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12892;37487;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
12945;37487;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
13040;37487;6;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
13191;37487;3;6;12053|41745|155830|307140|325178|360279
13225;37487;3;3;12053|41745|307140
13293;37487;6;4;12053|41745|155830|317799
13463;37487;5;4;12547|41745|155830|317799
14002;37487;5;4;12547|41745|155830|317799
14402;37487;6;4;12547|41745|307140|325178
14576;37487;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14719;37487;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14742;37487;6;8;12547|15700|41745|155830|322065|307140|325178|360279
14777;37487;6;4;12547|41745|155830|317799
14782;37487;6;4;12547|41745|155830|317799
14783;37487;6;4;12547|41745|155830|317799
15296;37487;6;7;15700|41745|155830|322065|307140|325178|360279
15541;37487;6;7;15700|41745|155830|322065|307140|325178|360279
15573;37487;6;7;15700|41745|155830|322065|307140|325178|360279
4343;40548;6;6;3085|12053|12547|15700|307140|325178
4647;40548;6;7;3085|4007|12053|12547|41745|307140|360279
4912;40548;6;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5792;40548;6;3;3085|12547|307140
8966;40548;6;10;4007|12053|12547|15700|41745|155830|322065|307140|325178|360279
11670;40548;5;4;12053|12547|307140|325178
12459;40548;5;4;12053|12547|307140|325178
13209;40548;4;2;12053|12547
13392;40548;6;2;12547|307140
13487;40548;6;3;12547|15700|325178
13527;40548;6;7;12547|15700|41745|155830|322065|307140|325178
13671;40548;6;8;12547|15700|41745|155830|322065|307140|325178|360279
8;43572;6;8;585077|587204|3085|4007|4614|41745|155830|317799
20;43572;6;6;585077|587204|4614|41745|155830|317799
28;43572;6;8;585077|587204|3085|4007|4614|41745|155830|317799
40;43572;6;6;585077|587204|4614|41745|155830|317799
704;43572;4;16;587198|587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
1167;43572;6;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1186;43572;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1218;43572;6;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1240;43572;6;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1256;43572;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1309;43572;6;9;587204|3085|4007|4614|12053|12547|41745|155830|317799
1337;43572;6;8;587204|3085|4614|12053|12547|41745|155830|317799
1708;43572;4;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
2181;43572;4;15;587571|588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3058;43572;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3251;43572;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
3457;43572;4;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5073;43572;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5426;43572;4;7;3085|12053|41745|155830|307140|325178|360279
5501;43572;4;7;3085|4007|12053|41745|155830|307140|325178
6160;43572;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6399;43572;4;12;3085|4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6681;43572;4;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7244;43572;6;8;3085|4007|4614|12053|12547|41745|155830|317799
8288;43572;4;3;4007|15700|325178
8384;43572;4;4;4007|15700|41745|325178
8440;43572;4;6;4007|12053|41745|155830|307140|325178
8772;43572;4;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9155;43572;6;7;4007|4614|12053|12547|41745|155830|317799
9181;43572;4;2;4007|325178
9213;43572;4;4;4007|12547|15700|155830
9327;43572;6;6;4614|12053|12547|41745|155830|317799
9434;43572;6;6;4614|12053|12547|41745|155830|317799
9510;43572;6;6;4614|12053|12547|41745|155830|317799
9691;43572;6;6;4614|12053|12547|41745|155830|317799
9765;43572;6;6;4614|12053|12547|41745|155830|317799
9927;43572;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10385;43572;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10468;43572;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
10759;43572;4;10;11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
11391;43572;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
11559;43572;4;9;12053|12547|15700|41745|155830|322065|307140|325178|360279
